TV_Name,Rating,Info_Raw,Price,Offers,Deal_Type,rating_review,name,size_cm,size_inch,display,edition,model_id,sound_output,warranty_years,rating_count,review_count
SONY BRAVIA 2M2 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with DOLBY ATMOS,4.5,Ultra HD (4K) | LED Model ID: K-43S25M2 Launch Year: 2025 Total Sound Output: 20 W 1 Year Warranty,41430,35,Upto 6650 Off on Exchange,8 Ratings & 0 Reviews,SONY,108,43.0,LED, 2,K-43S25M2,43,1,8,0
XIAOMI 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HDR 10 | 30...,4.3,Ultra HD (4K) | LED Model ID: L50MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,29999,33,Bank Offer,"81,898 Ratings & 6,088 Reviews",XIAOMI,125,50.0,LED, 125,L50MB-AIN,50,2,81898,6088
XIAOMI FX Series 138.68 cm (55 inch) Ultra HD (4K) LED Smart Fire TV 2025 Edition with Alexa built-in ...,4.3,Ultra HD (4K) | LED Model ID: L55MB-FIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,31999,34,Bank Offer,"81,898 Ratings & 6,088 Reviews",XIAOMI,68,55.0,LED, 138,L55MB-FIN,55,0,81898,6088
Blaupunkt 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV with 80W Sound Output | 4 Speaker | 550 ...,4,Ultra HD (4K) | QLED Model ID: 75SQ0110 Launch Year: 2025 Total Sound Output: 80 W 1 Year Warranty on Product,65999,49,Hot Deal,13 Ratings & 4 Reviews,Blaupunkt,189,75.0,QLED, 189,75SQ0110,75,1,13,4
Reliance 109 cm (43 inch) Full HD LED Smart Google TV 2025 Edition with Next Generation Google Smart F...,4,"Full HD | LED Model ID: RW43GD8676FHD Launch Year: 2025 Total Sound Output: 24 W 1 Year Standard Warranty on the Product from the Date of Purchase. For any warranty related issues, please call the Customer Support - [+91-9118112119] [support@reliancegreentech.com], Register Your Warranty Https://www.reliancegreentech.com/registration",17490,61,Upto 6650 Off on Exchange,342 Ratings & 35 Reviews,Reliance,109,43.0,LED, 109,RW43GD8676FHD,43,1,342,35
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Bank Offer,"81,898 Ratings & 6,088 Reviews",XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,81898,6088
Sansui 109 cm (43 inch) Full HD LED Smart Google TV with Panel HDR10 Audio,4.2,Full HD | LED Model ID: JSW43GSFHD Launch Year: 2023 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,18999,52,Upto 6650 Off on Exchange,"2,852 Ratings & 248 Reviews",Sansui,109,43.0,LED, 109,JSW43GSFHD,43,1,2852,248
"Reliance 81 cm (32 inch) HD Ready LED Smart Android TV with Android 12, 24 W Dolby Audio, Frameless De...",4,HD Ready | LED Model ID: 32MP3972 Launch Year: 2024 Total Sound Output: 24 W 1 year comprehensive brand warranty,10420,51,Bank Offer,154 Ratings & 11 Reviews,Reliance,81,32.0,LED, 81,32MP3972,32,0,154,11
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV,4.2,HD Ready | LED Model ID: 32LM576BPTC Launch Year: 2019 Total Sound Output: 20 W 1 Year LG India Comprehensive Warranty on Product and Additional 1 Year Warranty is applicable on Panel/Module,14249,50,Hot Deal,77 Ratings & 10 Reviews,LG,80,32.0,LED, 80,32LM576BPTC,32,1,77,10
KODAK 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with | HDR 10 | 40W Sound Output | DTS Trusu...,4.3,Ultra HD (4K) | QLED Model ID: 55MT5022 Launch Year: 2022 Total Sound Output: 40 W 1 Year Warranty on Product and 6 Months Warranty on Accessories,26499,55,Upto 6650 Off on Exchange,"6,479 Ratings & 1,206 Reviews",KODAK,139,55.0,QLED, 139,55MT5022,55,1,6479,1206
Thomson NeoX 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.3,Ultra HD (4K) | QLED Model ID: 75NEOX4545 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,64999,50,Lowest price in the year,17 Ratings & 0 Reviews,Thomson,189,75.0,QLED, 189,75NEOX4545,75,1,17,0
"Haier M80 139 cm (55 inch) Ultra HD (4K) Mini LED Smart Google TV 2025 Edition with Dolby Vision, 2.1 ...",4.2,Ultra HD (4K) | Mini LED Model ID: H55M80FUX Launch Year: 2025 Total Sound Output: 50 W 1 year Comprehensive Warranty,57970,47,Bank Offer,12 Ratings & 2 Reviews,Haier,139,55.0,Mini LED,80,H55M80FUX,55,0,12,2
SONY BRAVIA 2 II 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,4.6,Ultra HD (4K) | LED Model ID: K-43S22M2 Launch Year: 2024 Total Sound Output: 20 W 1 Year comprehensive warranty on product provided by the brand from the date of purchase including remote for technical issue,39841,34,Lowest price since launch,95 Ratings & 13 Reviews,SONY,108,43.0,LED, 2,K-43S22M2,43,1,95,13
TCL S4K 2025 Edition 79.97 cm (32 inch) QLED HD Ready Smart Google TV 2025 Edition with with 100% Colo...,3.9,HD Ready | QLED Model ID: 32S4K Launch Year: 2025 Total Sound Output: 16 W 1 Year Warranty,12299,41,Bank Offer,22 Ratings & 3 Reviews,TCL,97,32.0,QLED,4,32S4K,32,1,22,3
iFFALCON by Tcl U75 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with 144 Hz VRR | ...,4.2,Ultra HD (4K) | LED Model ID: 55U75 Launch Year: 2025 Total Sound Output: 24 W 1 Year Product Warranty,35999,54,Bank Offer,326 Ratings & 41 Reviews,iFFALCON,139,55.0,LED,75,55U75,55,1,326,41
"Reliance I Series 81 cm (32 inch) HD Ready LED Smart Android TV with Android 12, 24 W Dolby Audio, Fra...",4,"HD Ready | LED Model ID: RE32MP3972 Launch Year: 2025 Total Sound Output: 24 W 1 Year Standard Warranty on the Product from the Date of Purchase. For any warranty related issues, please call the Customer Support - [+91-9118112119] [support@reliancegreentech.com], Register Your Warranty Https://www.reliancegreentech.com/registration",9990,53,Hot Deal,4 Ratings & 0 Reviews,Reliance,81,32.0,LED, 81,RE32MP3972,32,1,4,0
XIAOMI F Series 108 cm (43 inch) Ultra HD (4K) LED Smart Fire TV 2025 Edition with Dolby Audio | Box S...,4.3,Ultra HD (4K) | LED Model ID: L43MB-FIN Launch Year: 2025 Total Sound Output: 24 W 1 year comprehensive warranty,21499,43,Upto 6650 Off on Exchange,"81,898 Ratings & 6,088 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-FIN,43,0,81898,6088
Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...,4.2,Ultra HD (4K) | LED Model ID: 65Y72 Launch Year: 2022 Total Sound Output: 30 W 1 Year Warranty on Product,42399,57,Upto 2000 Off on Exchange,862 Ratings & 110 Reviews,Coocaa,164,65.0,LED, 164,65Y72,65,1,862,110
Acer I PRO Series 108 cm (43 inch) Full HD LED Smart Google TV with Android 14 (Black) | 16GB Storage ...,3.9,Full HD | LED Model ID: AR43FDIGU2841AT Launch Year: 2024 Total Sound Output: 30 W 1 Year Warranty,18999,56,Upto 2000 Off on Exchange,"12,632 Ratings & 1,134 Reviews",Acer,108,43.0,LED, 108,AR43FDIGU2841AT,43,1,12632,1134
TCL L4B 79.97 cm (32 inch) HD Ready LED Smart Android TV with Metallic Bezel Less and Chromecast built...,4.1,HD Ready | LED Model ID: 32L4B Launch Year: 2024 Total Sound Output: 16 W 1 Year Warranty,8999,57,Hot Deal,"26,197 Ratings & 1,948 Reviews",TCL,97,32.0,LED,4,32L4B,32,1,26197,1948
iFFALCON by TCL AI Powered K31 138.78 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,4.4,Ultra HD (4K) | LED Model ID: 55K31 Launch Year: 2019 Total Sound Output: 20 W 1 Year Warranty on Product,32600,54,Upto 6650 Off on Exchange,"31,947 Ratings & 4,859 Reviews",iFFALCON,78,55.0,LED,31,55K31,55,1,31947,4859
LG 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV with AI Processor Gen8|Dolby Atmos| NEW AI Magic ...,4,Ultra HD (4K) | LED Model ID: 55UA83006LA Launch Year: 2025 Total Sound Output: 20 W 1 Year Comprehensive Warranty On Product,47999,34,Bank Offer,"12,783 Ratings & 720 Reviews",LG,139,55.0,LED, 139,55UA83006LA,55,1,12783,720
XIAOMI FX Pro 108 cm (43 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with Alexa built-in | HDR...,4.3,Ultra HD (4K) | QLED Model ID: L43MB-FPIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,24999,44,Hot Deal,"81,898 Ratings & 6,088 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-FPIN,43,0,81898,6088
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Upto 6650 Off on Exchange,13 Ratings & 4 Reviews,XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,13,4
Blaupunkt SonicQ 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 80W Sound Output | 4 Speaker...,4.2,Ultra HD (4K) | QLED Model ID: 65SQ0303 Launch Year: 2025 Total Sound Output: 80 W 1 Year Warranty on Product.,44999,35,Upto 6650 Off on Exchange,"1,036 Ratings & 127 Reviews",Blaupunkt,164,65.0,QLED, 164,65SQ0303,65,1,1036,127
ONIDA 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,4,Ultra HD (4K) | LED Model ID: 43UZI Launch Year: 2024 Total Sound Output: 20 W 1 Year Warranty on Product,22872,29,Bank Offer,"12,783 Ratings & 720 Reviews",ONIDA,108,43.0,LED, 108,43UZI,43,1,12783,720
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.3,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Hot Deal,"81,898 Ratings & 6,088 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,81898,6088
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.2,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Upto 2000 Off on Exchange,635 Ratings & 71 Reviews,XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,635,71
MarQ by Flipkart 80 cm (32 inch) HD Ready LED Smart Google TV,4.4,HD Ready | LED Model ID: 32HDGDQBSXP Launch Year: 2023 Total Sound Output: 20 W 12 Months Warranty,9999,44,Hot Deal,422 Ratings & 43 Reviews,MarQ,80,32.0,LED, 80,32HDGDQBSXP,32,0,422,43
XIAOMI by Mi X Pro QLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 4K Dolby Vision | Dol...,4.4,Ultra HD (4K) | QLED Model ID: L55MA-SIN Launch Year: 2024 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,38700,45,Hot Deal,23 Ratings & 6 Reviews,XIAOMI,138,55.0,QLED, 138,L55MA-SIN,55,2,23,6
TCL 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV with Hands-Free Voice Control,4.2,Ultra HD (4K) | QLED Model ID: 50C635 Launch Year: 2022 Total Sound Output: 24 W 2 Years Warranty on Product,31500,72,Hot Deal,"5,905 Ratings & 469 Reviews",TCL,126,50.0,QLED, 126,50C635,50,2,5905,469
TOSHIBA 108 cm (43 inch) Full HD LED Smart Android TV with DTS X,4.2,Full HD | LED Model ID: 43V35MP Launch Year: 2023 Total Sound Output: 20 W 1 Year Comprehensive Warranty,18399,47,Upto 6650 Off on Exchange,"9,098 Ratings & 1,238 Reviews",TOSHIBA,108,43.0,LED, 108,43V35MP,43,1,9098,1238
XIAOMI 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HDR 10 | 30...,4.3,Ultra HD (4K) | LED Model ID: L50MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,29999,33,Lowest price in the year,"81,898 Ratings & 6,088 Reviews",XIAOMI,125,50.0,LED, 125,L50MB-AIN,50,2,81898,6088
"TOSHIBA 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Full Array Local Dimming, 49W Power B...",4.3,Ultra HD (4K) | QLED Model ID: 65M550NP Launch Year: 2024 Total Sound Output: 49 W 1 Years Comprehensive Warranty,49999,54,Upto 2000 Off on Exchange,"5,383 Ratings & 825 Reviews",TOSHIBA,164,65.0,QLED, 164,65M550NP,65,1,5383,825
Kenstar 139 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV 2025 Edition with Metal Frameless Design | 2...,4.4,Ultra HD (4K) | LED Model ID: 55UHDTDKEETB Launch Year: 2025 Total Sound Output: 24 W 1 year Warranty for Manufacturing Defects (Applicable only in INDIA),25799,57,Bank Offer,156 Ratings & 26 Reviews,Kenstar,139,55.0,LED, 139,55UHDTDKEETB,55,0,156,26
Blaupunkt CyberSound G2 Series 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Dolby Digital P...,4.5,Ultra HD (4K) | LED Model ID: 55CSGT7023 Launch Year: 2023 Total Sound Output: 60 W 1 Year Warranty on Product and 6 Months Warranty on Accessories,26699,43,Upto 6650 Off on Exchange,"7,882 Ratings & 1,809 Reviews",Blaupunkt,139,55.0,LED,2,55CSGT7023,55,1,7882,1809
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Upto 6650 Off on Exchange,"95,823 Ratings & 7,885 Reviews",XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,95823,7885
Mi 5A 108 cm (43 inch) Full HD LED Smart Android TV with Dolby Audio (2022 Model),4,Full HD | LED Model ID: L43M7-EAIN Launch Year: 2022 Total Sound Output: 24 W 1 Year Warranty on Product and 2 Years Warranty on Panel OEM Warranty activation starts from the date of delivery,22100,38,Lowest price since launch,"12,783 Ratings & 720 Reviews",Mi,108,43.0,LED, 5,L43M7-EAIN,43,1,12783,720
"Metz Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with 30W Sound Output, ...",4.3,Ultra HD (4K) | LED Model ID: 55G425E Launch Year: 2025 Total Sound Output: 30 W 2 Year Domestic Warranty,34990,68,Upto 9150 Off on Exchange,"81,898 Ratings & 6,088 Reviews",Metz,138,55.0,LED, 138,55G425E,55,2,81898,6088
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.4,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Hot Deal,"19,725 Ratings & 3,092 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,19725,3092
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.2,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Upto 6650 Off on Exchange,119 Ratings & 19 Reviews,XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,119,19
Vu 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with VuOn 1.5 Processor I Perfect Phone Partner ...,4,Ultra HD (4K) | LED Model ID: 43GLOLED25 Launch Year: 2024 Total Sound Output: 24 W 1 Year Warranty,22199,44,Hot Deal,"10,230 Ratings & 1,151 Reviews",Vu,108,43.0,LED, 108,43GLOLED25,43,1,10230,1151
TCL C72K 189 cm (75 inch) Ultra HD (4K) Mini LED Smart Google TV 2025 Edition with Precise Dimming Ser...,4,Ultra HD (4K) | Mini LED Model ID: 75C72K Launch Year: 2025 Total Sound Output: 60 W 2 Years Product Warranty,138234,63,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",TCL,189,75.0,Mini LED,72,75C72K,75,2,12783,720
KODAK 60 cm (24 inch) HD Ready LED TV,4.3,HD Ready | LED Model ID: 24HDX100S Launch Year: 2018 Total Sound Output: 20 W 1 Year Warranty on Product and 6 Months on Accessories,5499,47,Lowest price since launch,17 Ratings & 0 Reviews,KODAK,60,24.0,LED, 60,24HDX100S,24,1,17,0
Vu 2025 Vibe DV 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 88 Watts Sound | 400 Nits Bri...,4.2,Ultra HD (4K) | QLED Model ID: 65 Vibe DV Launch Year: 2025 Total Sound Output: 88 W 3 Years Domestic Warranty,55990,30,Bank Offer,"3,923 Ratings & 479 Reviews",Vu,164,65.0,QLED, 2025,65,65,3,3923,479
XIAOMI 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HDR 10 | 30...,4.3,Ultra HD (4K) | LED Model ID: L50MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,29999,33,Upto 2000 Off on Exchange,"81,898 Ratings & 6,088 Reviews",XIAOMI,125,50.0,LED, 125,L50MB-AIN,50,2,81898,6088
Uniboom ULTIMA 102 cm (40 inch) Full HD LED Smart Android TV 2025 Edition with 30W Sonic Boom Speakers...,4,Full HD | LED Model ID: 40S-ULTIMA Launch Year: 2025 Total Sound Output: 30 W 1 Year on TV | Free Extended Warranty - 915--915-6899,11499,68,Upto 6650 Off on Exchange,"3,797 Ratings & 397 Reviews",Uniboom,102,40.0,LED, 102,40S-ULTIMA,40,1,3797,397
"LIMEBERRY Limeberry-TV 100 cm (43 inch) HD Ready LED Smart Android TV 2025 Edition with Chromecast, Fr...",4.3,HD Ready | LED Model ID: LB431CN6 Launch Year: 2025 Total Sound Output: 20 W 1 Year Domestic Warranty on Product,14685,51,Bank Offer,"81,898 Ratings & 6,088 Reviews",LIMEBERRY,100,43.0,LED, 100,LB431CN6,431,1,81898,6088
Reintech 80 cm (32 inch) Full HD LED Smart Android TV,3.7,Full HD | LED Model ID: RT32S8 Launch Year: 2022 Total Sound Output: 15 W 1 year,8999,41,Bank Offer,6 Ratings & 1 Reviews,Reintech,80,32.0,LED, 80,RT32S8,32,0,6,1
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Hot Deal,"2,301 Ratings & 335 Reviews",XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,2301,335
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.3,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Bank Offer,"81,898 Ratings & 6,088 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,81898,6088
Samsung Series 7 123 cm (49 inch) Ultra HD (4K) LED Smart Tizen TV,4,Ultra HD (4K) | LED Model ID: 49MU7000 Launch Year: 2017 Total Sound Output: 40 W 1 Year Warranty on Product and 1 Year Additional Warranty on Panel from Samsung,102099,28,Hot Deal,"12,783 Ratings & 720 Reviews",Samsung,123,49.0,LED, 7,49MU7000,49,1,12783,720
"TOSHIBA 85C380RP 215 cm (85 inch) Ultra HD (4K) LED Smart VIDAA TV with Dolby Vision Atmos, HDR 10, Fi...",3.3,Ultra HD (4K) | LED Model ID: 85C380RP Launch Year: 2024 Total Sound Output: 36 W 2 Years Comprehensive Warranty,114999,54,Bank Offer,3 Ratings & 0 Reviews,TOSHIBA,215,85.0,LED, 85,85C380RP,85,2,3,0
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,3.8,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Upto 6650 Off on Exchange,38 Ratings & 12 Reviews,XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,38,12
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.3,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,35,Bank Offer,650 Ratings & 56 Reviews,XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,650,56
"TCL 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with HDR 10, Google Assistant | Do...",4.3,Ultra HD (4K) | LED Model ID: 43P6K Launch Year: 2025 Total Sound Output: 20 W 2 Years Warranty on Product,22990,57,Hot Deal,17 Ratings & 0 Reviews,TCL,108,43.0,LED, 108,43P6K,43,2,17,0
LG 55UA83006LA 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with α7 AI Processor Gen...,4.1,Ultra HD (4K) | LED Model ID: 55UA83006LA Launch Year: 2025 Total Sound Output: 20 W 1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply) Covered in Warranty Defect Arising Out of Faulty or Defective Material or Workmanship. Warranty of the Product is Limited to Manufacturing Defects Only.,50899,30,Hot Deal,15 Ratings & 3 Reviews,LG,139,55.0,LED, 55,55UA83006LA,55,1,15,3
Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV,4.1,Ultra HD (4K) | LED Model ID: TH-55MX660DX Launch Year: 2023 Total Sound Output: 20 W 1 Year Warranty on Product,41490,34,Upto 2000 Off on Exchange,161 Ratings & 17 Reviews,Panasonic,139,55.0,LED, 139,TH-55MX660DX,55,1,161,17
Thomson NeoX 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.8,Ultra HD (4K) | QLED Model ID: 65NEOX0009 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,43999,37,Upto 16650 Off on Exchange,4 Ratings & 0 Reviews,Thomson,164,65.0,QLED, 164,65NEOX0009,65,1,4,0
Thomson NeoX 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.8,Ultra HD (4K) | QLED Model ID: 55NEOX0011 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,31999,36,Bank Offer,4 Ratings & 0 Reviews,Thomson,139,55.0,QLED, 139,55NEOX0011,55,1,4,0
Panasonic 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV,3.7,Ultra HD (4K) | LED Model ID: TH-65MX660DX Launch Year: 2023 Total Sound Output: 20 W 1 Year Warranty on Product,60751,36,Upto 2000 Off on Exchange,6 Ratings & 0 Reviews,Panasonic,164,65.0,LED, 164,TH-65MX660DX,65,1,6,0
Hisense 85U7Q 216 cm (85 inch) Ultra HD (4K) Mini LED Smart VIDAA TV 2025 Edition with 2.1CH Audio Sys...,3.5,Ultra HD (4K) | Mini LED Model ID: 85U7Q Launch Year: 2025 Total Sound Output: 61 W 2 Years Warranty,149999,57,Bank Offer,4 Ratings & 0 Reviews,Hisense,216,85.0,Mini LED, 85,85U7Q,85,2,4,0
LG 80 cm (32 inch) Full HD LED Smart WebOS TV,4.2,Full HD | LED Model ID: 32LQ570BPSA Launch Year: 2022 Total Sound Output: 10 W 1 Year on product and additional 1 Year pn panel,14849,30,Bank Offer,28 Ratings & 3 Reviews,LG,80,32.0,LED, 80,32LQ570BPSA,32,1,28,3
Haier 127 cm (50 inch) Ultra HD (4K) LED Smart TV with Smart Google TV With Far-Field -,5,Ultra HD (4K) | LED Model ID: 50P7GT Launch Year: 2023 Total Sound Output: 20 W 1 Year Warranty on the Product,36866,45,Bank Offer,4 Ratings & 2 Reviews,Haier,127,50.0,LED, 127,50P7GT,50,1,4,2
Lloyd 109 cm (43 inch) Full HD LED Smart WebOS TV with Full HD Smart LED TV,4.3,Full HD | LED Model ID: 43FS411F Launch Year: 2024 Total Sound Output: 20 W 1 year warranty,25800,37,Upto 6650 Off on Exchange,"81,898 Ratings & 6,088 Reviews",Lloyd,109,43.0,LED, 109,43FS411F,43,0,81898,6088
"Sansui 109 cm (43 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision, Dolby Atmos &30W Box Spe...",4,Ultra HD (4K) | QLED Model ID: JSW43UG23Q Launch Year: 2025 Total Sound Output: 30 W 1 Year Product Warranty | 2nd Year Warranty on Panel,27990,35,Bank Offer,"12,783 Ratings & 720 Reviews",Sansui,109,43.0,QLED, 109,JSW43UG23Q,43,1,12783,720
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.1,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Bank Offer,"1,248 Ratings & 134 Reviews",XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,1248,134
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.2,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Hot Deal,"1,889 Ratings & 221 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,1889,221
